row_number(),Pests,Pests_Key,Pests_Sub_Key,Sci_Name,Res_MOA_Group
2892,"FLIXWEED (SPRING, PRIOR TO BOLTING)",FLIXWEED,FLIXWEED,DESCURANIA SOPHIA,
2893,HARDER TO CONTROL WEEDS,WEEDS,WEEDS,,
2894,"HARDER TO CONTROL WEEDS: SMALL SEEDLINGS, GOOD GROWING CONDITIONS",WEEDS,WEEDS,,
2895,"HARDER TO CONTROL WEEDS: WEEDS IN BUD, DRY/COOL CONDITIONS, HEAVY INFESTATIONS, PERENNIALS AND SMALL BRUSH",WEEDS,WEEDS,,
2896,KNOTWEED (BEFORE THE 4-LEAF STAGE),KNOTWEED,KNOTWEED,REYNOUTRIA SPP.,
2897,"NARROW-LEAVED HAWKS-BEARD (SPRING, PRIOR TO BOLTING)",HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
2898,PERENNIALS / SMALL BRUSH,BRUSH,PERENNIAL SMALL BRUSH,,
2899,RED PIGWEED,AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
2900,WEED / BRUSH,BRUSH,BRUSH WEEDS,,
2901,RAPESEED (VOLUNTEER),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2902,TALL WATERHEM,AMARANTH,TALL WATERHEMP,AMARANTHUS TUBERCULATUS,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
2903,LICHENS,LICHEN,LICHEN,,
2904,SPOTTED CAT?S EAR,CATSEAR,SPOTTED CATSEAR,HYPOCHAERIS RADICATA,
2905,PERENNIAL SOW-THISTLE (ROSETTE TO PRE-BUD STAGE),SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
2906,SCENTLESS CHAMOMILE  (ROSETTE TO PRE-BUD STAGE),CHAMOMILE,SCENTLESS CHAMOMILE,TRIPLEUROSPERMUM INODORUM,
2907,VOLUNTEER ALFALFA (5-50 CM IN HEIGHT),ALFALFA,VOLUNTEER ALFALFA,MEDICAGO SATIVA,
2908,VOLUNTEER CANOLA (BRASSICA RAPA),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2909,CANADA FLEABANE INCLUDING GLYPHOSATE RESISTANT BIOTYPES,FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
2910,DANDELION (UP TO BOLTING),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
2911,COMMON HEMPNETTLE,HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
2912,SPINY ANNUAL SOWTHISTLE,SOW THISTLE,SPINY ANNUAL SOW THISTLE,SONCHUS ASPER,2
2913,ANNUAL BROADLEAF WEEDS LESS THAN 4 CM IN HEIGHT,ANNUAL BROADLEAF WEEDS,ANNUAL BROADLEAF WEEDS,,
2914,ANNUAL GRASSES LESS THAN 4 CM IN HEIGHT,ANNUAL GRASS,ANNUAL GRASS,,
2915,CHICKWEED (1 TO 6 LEAF),CHICKWEED,CHICKWEED,STELLARIA MEDIA,2
2916,CLEAVERS (1-4 WHORL),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
2917,WILD BUCKWHEAT (1-5 LEAF ),BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
2918,SEDGES,SEDGE,SEDGE,CAREX SPP.,
2919,"AMARANTH, PALMER AMARANTHUS PALMERI",AMARANTH,PALMER AMARANTH,AMARANTHUS PALMERI,
2920,"AMARANTH, POWELL AMARANTHUS POWELLII",AMARANTH,GREEN PIGWEED,AMARANTHUS POWELLII,"2,5,14,2+4,2+5"
2921,BARNYARDGRASS ECHINOCHLOA CRUS-GALLI,BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
2922,"COCKLEBUR, COMMON XANTHIUM STRUMARIUM",COCKLEBUR,COMMON COCKLEBUR,XANTHIUM STRUMARIUM L.,
2923,"FLEABANE, CANADA ERIGERON CANADENSIS",FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
2924,"FOXTAIL, YELLOW SETARIA PUMILA",FOXTAIL,YELLOW FOXTAIL,SETARIA PUMILA,5
2925,LADYS THUMB PERISCARIA MACULOSA,SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
2926,"MUSTARD, WILD SINAPSIS ARVENSIS",WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
2927,"PIGWEED, SMOOTH AMARANTHUS HYBRIDUS",AMARANTH,SMOOTH PIGWEED,AMARANTHUS HYBRIDUS,6
2928,"RAGWEED, GIANT AMBROSIA TRIFIDA",RAGWEED,GIANT RAGWEED,AMBROSIA TRIFIDA,"9,2+9"
2929,SHEPHERDS PURSE CAPSELLA BURSA-PASTORIS,SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
2930,"SMARTWEED, PENNSYLVANIA  POLYGONUM PENSYLVANICUM",SMARTWEED,PENNSYLVANIA SMARTWEED,PERSICARIA PENSYLVANICA,
2931,VELVETLEAF ABUTHILON THEOPHRASTI,VELVETLEAF,VELVETLEAF,ABUTILON THEOPHRASTI,
2932,"WATERHEMP, COMMON AMARANTHUS RUDIS",AMARANTH,COMMON WATERHEMP,AMARANTHUS RUDIS,
2933,"WATERHEMP, TALL AMARANTHUS TUBERCULATUS",AMARANTH,TALL WATERHEMP,AMARANTHUS TUBERCULATUS,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
2934,POPLAR POPULUS,POPLAR,POPLAR,POPULUS SPP.,
2935,HOUNDS TOUNGE,HOUNDS TONGUE,HOUNDS TONGUE,CYNOGLOSSUM OFFICINALE,
2936,ORANGE HAWKWEED (PLANTS IN THE BOLTING STAGE OF DEVELOPMENT),HAWKWEED,ORANGE HAWKWEED,HIERACIUM AURANTIACUM,
2937,YELLOW HAWKWEED (PLANTS IN THE BOLTING STAGE OF DEVELOPMENT),HAWKWEED,YELLOW HAWKWEED,HIERACIUM FENDLERI,
2938,BARNYARD GRASS (1- TO 5-LEAF),BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
2939,CLEAVERS (1- TO 4-WHORLS),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
2940,GREEN FOXTAIL (1- TO 5-LEAF),FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
2941,KOCHIA (2- TO 8-LEAF),KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
2942,VOLUNTEER (TAME) OATS (3- TO 6-LEAF),OAT,VOLUNTEER TAME OAT,AVENA SATIVA,
2943,VOLUNTEER CANARY SEED (1- TO 5-LEAF),CANARY SEED,VOLUNTEER CANARY SEED,PHALARIS CANARIENSIS,
2944,VOLUNTEER FLAX (1 TO 12 CM),FLAX,VOLUNTEER FLAX,LINUM SPP.,
2945,WILD BUCKWHEAT (1- TO 4-LEAF),BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
2946,WILD OATS (1- TO 6-LEAF),OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
2947,YELLOW FOXTAIL (1- TO 5-LEAF),FOXTAIL,YELLOW FOXTAIL,SETARIA PUMILA,5
2948,PERENNIAL SEEDLINGS,WEEDS,WEEDS,,
2949,SHALLOW-ROOTED PERENNIALS,PERENNIALS,PERENNIALS,,
2950,PERENNIAL SEEDINGS,WEEDS,WEEDS,,
2951,WELL ESTABLISHED PERENNIALS,WEEDS,WEEDS,,
2952,"BROME, DOWNY (1 TO 3 LEAF)",BROME,DOWNY BROME,BROMUS TECTORUM,9
2953,FIELD VIOLET (UP TO THE 6-LEAF STAGE),FIELD VIOLET,FIELD PANSY,VIOLA ARVENSIS,
2954,NIGHT-FLOWERING CATCHFLY (UP TO THE EARLY ROSETTE STAGE),NIGHT FLOWERING CATCHFLY,NIGHT FLOWERING CATCHFLY,SILENE NOCTIFLORA,
2955,PERENNIAL RYE GRASS,RYE GRASS,PERENNIAL RYE GRASS,LOLIUM PERENNE,9
2956,LADY?S-THU,SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
2957,CANADA FLEABANE MAXIMUM STAGE 8 LEAF,FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
2958,CLEAVERS MAXIMUM 4-WHORL STAGE,CLEAVERS,CLEAVERS,GALIUM APARINE L.,
2959,"KOCHIA (INCLUDING GROUP 9, 4 AND 2 RESISTANT BIOTYPES)  MAXIMUM STAGE 15 CM",KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
2960,LAMBS-QUARTERS MAXIMUM STAGE 8 LEAF,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
2961,NARROW-LEAVED HAWKS BEARD  MAXIMUM STAGE 8 CM,HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
2962,REDROOT PIGWEED MAXIMUM STAGE 8 LEAF,AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
2963,ROUND-LEAVED MALLOW MAXIMUM STAGE 8 LEAF,MALLOW,ROUND LEAVED MALLOW,MALVA PUSILLA,
2964,STINKWEED MAXIMUM STAGE 8 LEAF,FIELD PENNYCRESS,STINKWEED,THLASPI ARVENSE,2
2965,VOLUNTEER CANOLA (ALL TYPES) MAXIMUM STAGE 8 LEAF,CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2966,WILD BUCKWHEAT MAXIMUM STAGE 8 LEAF,BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
2967,WILD MUSTARD MAXIMUM STAGE 8 LEAF,WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
2968,DOWNY BROME INCLUDING GLYPHOSATE-RESISTANT BIOTYPES,BROME,DOWNEY BROME,BROMUS TECTORUM,9
2969,VOLUNTEER DURUM WHEAT  (NON-CLEARFIELD  TOLERANT WHEAT),WHEAT,VOLUNTEER DURUM WHEAT,TRITICUM DURUM,
2970,BUNCHBERRY,BUNCHBERRY,BUNCHBERRY,CORNUS CANADENSIS,
2971,YELLOW LOOSESTRIFE,LOOSESTRIFE,YELLOW LOOSESTRIFE,LYSIMACHIA PUNCTATA,
2972,ANNUAL BLUEGRASS/ `POA POA ANNUA,BLUEGRASS,ANNUAL BLUE GRASS,POA ANNUA,
2973,"BARNYARDGRASS, COMMON ECHINOCHLOA CRUS-GALLI",BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
2974,"BITTERCRESS, (INCLUDING HAIRY) CARDAMINE SP.",BITTERCRESS,BITTERCRESS,CARDAMINE SPP.,
2975,BLACK MEDIC MEDICAGO LUPULINA,BLACK MEDICK,BLACK MEDICK,MEDICAGO LUPULINA,
2976,"BLUESTEM, BROOMSEDGE ANDROPOGON VIRGINICUS",BROOMSEDGE BLUESTEM,BROOMSEDGE BLUESTEM,ANDROPOGON VIRGINICUS,
2977,CARPETWEED MOLLUGO VERTICILLATA L,CARPETWEED,CARPETWEED,MILLUGO VERTICILLATA L.,
2978,CHEATGRASS BROMUS SECALINUS,RYE BROME,RYE BROME,BROMUS SECALINUS,
2979,"CLOVER, WHITE TRIFOLIUM REPENS",CLOVER,WHITE CLOVER,TRIFOLIUM REPENS,
2980,CORN SPEEDWELL VERONICA ARVENSIS,SPEEDWELL,CORN SPEEDWELL,VERONICA ARVENSIS,
2981,"CRABGRASS (LARGE, SMOOTH AND HAIRY) DIGITARIA SP.",CRABGRASS,CRABGRASS,DIGITARIA SPP.,
2982,CUDWEED GNAPHALIUM SP.,CUDWEED,CUDWEED,GNAPHALIUM SPP.,
2983,CURLY DOCK RUMEX CRISPUS,SORREL,CURLED DOCK,RUMEX CRISPUS,
2984,DOG FENNEL EUPATORIUM CAPILLIFOLIUM,DOG FENNEL,DOG FENNEL,EUPATORIUM CAPILLIFOLIUM,
2985,"FLEABANE, HAIRY ERIGERON BONARIENSIS",FLEABANE,HAIRY FLEABANE,ERIGERON BONARIENSIS,
2986,"FOXTAIL, YELLOW PENNISETUM GLAUCUM",FOXTAIL,YELLOW FOXTAIL,PENNISETUM GLAUCUM,
2987,GOOSEGRASS ELEUSINE INDICA,GOOSEGRASS,GOOSEGRASS,ELEUSINE INDICA,
2988,"GRASSES, BROME (DOWNY, RIPGUT AND CHEAT) BROMUS SP.",BROME,BROME,BROMUS SPP.,
2989,"HAWKSBEARD, SMOOTH CREPIS CAPILLARIS",HAWKSBEARD,SMOOTH HAWKSBEARD,CREPIS CAPILLARIS,
2990,ITALIAN RYEGRASS LOLIUM MULTIFLORUM,RYE GRASS,ITALIAN RYE GRASS,LOLIUM MULTIFLORUM,
2991,KOCHIA KOCHIA SCOPARIA,KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
2992,"LAMBSQUARTERS, COMMON CHENOPODIUM ALBUM",LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
2993,LITTLE MALLOW MALVA PARIFLORA,MALLOW,LITTLE MALLOW,MALVA PARIFLORA,
2994,LONDON ROCKET SISYMBRIUM IRIO,LONDON ROCKET,LONDON ROCKET,SISYMBRIUM IRIO,
2995,MEDUSA HEAD TAENITHEREM CAPUT-MEDUSAE,MEDUSAHEAD,MEDUSAHEAD,TAENIATHERUM CAPUTMEDUSAE,
2996,MORNING GLORY IPOMOEA SP.,MORNING GLORY,MORNING GLORY,IPOMOEA SPP.,
2997,"MUSTARD, BLACK BRASSICA NIGRA",BLACK MUSTARD,BLACK MUSTARD,RHAMPHOSPERMUM NIGRUM,
2998,"MUSTARD, WILD SINAPIS ARVENSIS",WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
2999,"NIGHTSHADE, AMERICAN BLACK SOLANUM AMERICANUM",NIGHTSHADE,AMERICAN NIGHTSHADE,SOLANUM AMERICANUM,
3000,"NIGHTSHADE, HAIRY SOLANUM SARRACHOIDES",NIGHTSHADE,HAIRY NIGHTSHADE,SOLANUM SARACHOIDES,
3001,"PIGWEED, PROSTRATE AMARANTHUS BLITOIDES",AMARANTH,PROSTRATE PIGWEED,AMARANTHUS BLITOIDES,
3002,"PLANTAIN, BUCKTHORN PLANTAGO LANCEOLATA",PLANTAIN,BUCKTHORN PLANTAIN,PLANTAGO LANCEOLATA,
3003,PROSTRATE KNOTWEED POLYGONUM AVICULARE,KNOTWEED,PROSTRATE KNOTWEED,POLYGONUM AVICULARE,
3004,"PURSLANE, COMMON PORTULACA OLERACEUS",PURSLANE,COMMON PURSLANE,PORTULACA OLERACEA,
3005,"RYEGRASS, ANNUAL LOLIUM MULTIFLORUM",RYE GRASS,ITALIAN RYE GRASS,LOLIUM MULTIFLORUM,
3006,"RYEGRASS, PERENNIAL LOLIUM PERENNE",RYE GRASS,PERENNIAL RYE GRASS,LOLIUM PERENNE,9
3007,"SEDGE, GLOBE CYPERUS GLOBULOSUS",SEDGE,GLOBE SEDGE,CYPERUS GLOBULOSUS,
3008,"SPURGE, SPOTTED EUPHORBIA MACULATE",SPURGE,SPOTTED SPURGE,EUPHORBIA MACULATE,
3009,ST-JOHN WORT HYPERICUM PERFORATUM,ST. JOHNSWORT,ST. JOHNSWORT,HYPERICUM PERFORATUM,
3010,"STARTHISTLE, YELLOW CENTAUREA SOLSTITIALIS",STARTHISTLE,YELLOW STARTHISTLE,CENTAUREA SOLSTITIALIS,
3011,STINKGRASS ERAGROSTIS CILIANENSIS,STINKGRASS,STINKGRASS,ERAGROSTIS CILIANENSIS,
3012,STORKS BILL ERODIUM CICUTARIUM,STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
3013,"SUNFLOWER, COMMON HELIANTHUS ANNUUS",SUNFLOWER,COMMON SUNFLOWER,HELIANTHUS ANNUUS,
3014,TUFTED LOVEGRASS ERAGROSTIS PECTINACEA,TUFTED LOVEGRASS,TUFTED LOVEGRASS,ERAGROSTIS PECTINACEA,
3015,"VETCH, PURPLE VICIA BENGHALENSIS",VETCH,PURPLE VETCH,VICIA AMERICANA,
3016,VOLUNTEER COMMON RYE SECALE CEREAL L.,COMMON RYE,VOLUNTEER COMMON RYE,SECALE CEREAL L.,
3017,WILD BARLEY HORDEUM VULGARE L.,BARLEY,WILD BARLEY,HORDEUM VULGARE L.,
3018,WILD OATS AVENA FATUA,OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
3019,WI,NA,NA,,
3020,POTATO SPROUTING,POTATO,POTATO,SOLANUM TUBEROSUM,
3021,TANK MIX FOR SHELTERBELTS,REFER TO LABEL,REFER TO LABEL,,
3022,ANNUAL BROADLEAF  WEEDS,ANNUAL BROADLEAF WEEDS,ANNUAL BROADLEAF WEEDS,,
3023,FOXTAIL GREEN,FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
3024,CHICKWEED (BIOTYPES RESISTANT TO GROUP 2 HERBICIDES THAT INHIBIT THE ALS ENZYME) (UP TO 8 CM),CHICKWEED,CHICKWEED,STELLARIA MEDIA,2
3025,KOCHIA (BIOTYPES RESISTANT TO GROUP 2 HERBICIDES THAT INHIBIT THE ALS ENZYME) (2-8 LEAF),KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
3026,KOCHIA (INCLUDING BIOTYPES RESISTANT TO GROUP 2 HERBICIDES THAT INHIBIT THE ALS ENZYME) (2-8 LEAF),KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
3027,"CANOLA, VOLUNTEER, INCLUDING HERBICIDE-TOLERANT CANOLA VARIETIES",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
3028,OATS VOLUNTEER CEREALS,OAT,VOLUNTEER OAT,AVENA SATIVA,
3029,VOLUNTEER CEREAL BARLEY,BARLEY,VOLUNTEER CEREAL BARLEY,HORDEUM SPP.,
3030,WHEAT VOLUNTEERS CEREALS,WHEAT,VOLUNTEER WHEAT,TRITICUM SPP.,
3031,VOLUNTEER CANOLA COTYLEDON  5 LEAVES,CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
3032,VOLUNTEER WHEAT 1-3 LEAVES (UP TO EARLY TILLERING),WHEAT,VOLUNTEER WHEAT,TRITICUM SPP.,
3033,WILD OATS 1-4 LEAVES (UP TO EARLY TILLERING),OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
3034,CLEAVERS (1-8 WHORL) INCLUDING ALS RESISTANT BIOTYPES,CLEAVERS,CLEAVERS,GALIUM APARINE L.,
3035,"COCKLEBUR, EASTERN BLACK NIGHTSHADE",COCKLEBUR,COMMON COCKLEBUR,XANTHIUM STRUMARIUM L.,
3036,HEM,NA,NA,,
3037,COMMON LAMB?S-QUARTERS (CHENOPODIUM ALBUM),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,
3038,COMMON WATERHEMP (AMARANTHUS RUDIS),AMARANTH,COMMON WATERHEMP,AMARANTHUS RUDIS,
3039,TALL MUSTARD,TALL MUSTARD,TALL MUSTARD,SISYMBRIUM ALTISSIMUM,
3040,YELLOW MUSTARD,YELLOW MUSTARD,YELLOW MUSTARD,SINAPIS ALBA,
3041,COMMON RAGWEED  AND TRIAZINE AND GROUP 2 TOLERANT BIOTYPES OF THESE WEEDS,RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
3042,EASTERN BLACK NIGHTSHADE AND TRIAZINE AND GROUP 2 TOLERANT BIOTYPES OF THESE WEEDS,NIGHTSHADE,EASTERN BLACK NIGHTSHADE,SOLANUM PTYCANTHUM,
3043,LAMBSQUARTERS  AND TRIAZINE AND GROUP 2 TOLERANT BIOTYPES OF THESE WEEDS,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
3044,REDROOT PIGWEED  AND TRIAZINE AND GROUP 2 TOLERANT BIOTYPES OF THESE WEEDS,AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
3045,VELVETLEAF  AND TRIAZINE AND GROUP 2 TOLERANT BIOTYPES OF THESE WEEDS,VELVETLEAF,VELVETLEAF,ABUTILON THEOPHRASTI,
3046,KOCHIA (INCLUDING GROUP 2 AND GROUP 9 RESISTANT BIOTYPES).,KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
3047,COMMN WATERHEMP,AMARANTH,COMMON WATERHEMP,AMARANTHUS TAMARISCINUS,
3048,KOCHIA (INCLUDING GROUP 2 AND GROUP 9 RESISTANT BIOTYPES),KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
3049,RUSSIAN THISTLE (UP TO 5 CM TALL),RUSSIAN THISTLE,RUSSIAN THISTLE,KALI TRAGUS,2
3050,"VOLUNTEER CANOLA, INCLUDING GLYPHOSATE-TOLERANT",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
3051,ANNUAL SOW THISTLE 1 TO 6-LEAF STAGE,SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
3052,CANADA THISTLE UP TO 30 CM IN HEIGHT,THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
3053,CLEAVERS 1 TO 6 WHORLS,CLEAVERS,CLEAVERS,GALIUM APARINE L.,
3054,COMMON CHICKWEED 1 TO 6-LEAF STAGE,CHICKWEED,COMMON CHICKWEED,STELLARIA MEDIA,2
3055,DANDELION UP TO 10 CM IN HEIGHT AND 25 CM IN DIAMETER,DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
3056,FLIXWEED UP TO 10 CM IN HEIGHT,FLIXWEED,FLIXWEED,DESCURANIA SOPHIA,
3057,HEMPNETTLE 1 TO 6-LEAF STAGE,HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
3058,HORSETAIL 10  15 CM IN HEIGHT,HORSETAIL,HORSETAIL,EQUISETUM ARVENSE,
3059,LAMBS-QUARTERS 1 TO 6-LEAF STAGE,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
3060,NARROW-LEAVED HAWKS-BEARD UP TO 15 CM IN HEIGHT,HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
3061,REDROOT PIGWEED 1 TO 6-LEAF STAGE,AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
3062,ROUND-LEAVED MALLOW 1 TO 6-LEAF STAGE,MALLOW,ROUND LEAVED MALLOW,MALVA PUSILLA,
3063,RUSSIAN THISTLE UP TO 10 CM IN HEIGHT,RUSSIAN THISTLE,RUSSIAN THISTLE,KALI TRAGUS,2
3064,SCENTLESS CHAMOMILE UP TO 15 CM IN HEIGHT,CHAMOMILE,SCENTLESS CHAMOMILE,TRIPLEUROSPERMUM INODORUM,
3065,SHEPHERDS-PURSE 1 TO 6-LEAF STAGE,SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
3066,STINKWEED 1 TO 6-LEAF STAGE,FIELD PENNYCRESS,STINKWEED,THLASPI ARVENSE,2
3067,VOLUNTEER CANOLA 1 TO 6-LEAF STAGE,CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
3068,WHITE COCKLE UP TO 15 CM IN HEIGHT,WHITE COCKLE,WHITE COCKLE,SILENE LATIFOLIA,
3069,WILD BUCKWHEAT 1 TO 6-LEAF STAGE,BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
3070,WILD MUSTARD 1 TO 6-LEAF STAGE,WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
3071,"PIGWEED, RED-ROOT",AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
3072,SMARTWEED (LADY'S-THUMB),SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
3073,"OATS, WILD (LOW POPULATIONS <75 PLANTS/M2)",OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
3074,"COMMON /TALL WATERHEMP (UP TO 4 LEAF, INCLUDING GLYPHOSATE RESISTANT BIOTYPES).",AMARANTH,WATERHEMP,AMARANTHUS SPP.,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
3075,"COMMON AND TALL WATERHEMP (UP TO 4 LEAF, INCLUDING GLYPHOSATE RESISTANT BIOTYPES)",AMARANTH,WATERHEMP,AMARANTHUS SPP.,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
3076,GOLDEN ROD,GOLDENROD,GOLDENROD,SOLIDAGO SPP.,
3077,PLANT ROOTS,ROOTS,ROOTS,,
3078,VOLUNTEER CANOLA (INCLUDING GLYPHOSATE BIOTYPES),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
3079,VOLUNTEER CANOLA INCLUDING GLUFOSINATE AMMONIUM BIOTYPES),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
3080,VOLUNTEER CANOLA INCLUDING IMIDAZOLINONERESISTANT BIOTYPES),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
3081,"CANOLA, VOLUNTEER INCLUDING HERBICIDE-TOLERANT CANOLA VARIETIES EXCEPT CLEARFIELD CANOLA",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
3082,ERICACEOUS SPECIES ERICACEAE SPP.,HEATH,HEATHER FAMILY,ERICACEAE SPP.,
3083,LAMB KILL (KALMIA ANGUSTIFOLIA),SHEEP LAUREL,LAMB KILL,KALMIA ANGUSTIFOLIA,
3084,POPLAR (POPULUS,POPLAR,POPLAR,POPULUS SPP.,
3085,POISO,NA,NA,,
3086,"CANOLA, VOLUNTEER BRASSICA NAPUS",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
3087,COLT?S-FOOT,COLTSFOOT,COLTSFOOT,TUSSILAGO FARFARA,
3088,GRASS-LEAVED STITCHWORT,STITCHWORT,GRASSLEAVED STITCHWORT,STELLARIA GRAMINEA,
3089,NIGHT FL,NA,NA,,
3090,CLEAVERS (1-9 WHORL),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
3091,DANDELION (SPRING OR FALL ROSETTES UP TO 25 CM IN DIAMETER),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
3092,SCENTLESS CHAMOMILE (UP TO 10 CM),CHAMOMILE,SCENTLESS CHAMOMILE,TRIPLEUROSPERMUM INODORUM,
3093,SHEPHERDS PURSE (UP TO 20 CM ),SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
3094,STORKSBILL,STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
3095,WILD BUCKWHEAT (1-8 LEAF ),BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
3096,LAMB?S-QUARTER (INCLUDING TRIAZINE-TOLERANT VARIETIES),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
